,data,hora,valor,FUNCAO_TRATADA,CATEGORIA_TRATADA,COMPROU,SEXO_TRATADO,IDADE_TRATADA
950,2014-06-05,20:9,90.0,Aluno,Apple,Sim,Feminino,Entre 18 e 30
957,2014-06-06,13:12,40.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
959,2014-06-06,13:34,180.0,Aluno,Acessorios,Sim,Masculino,Entre 30 e 60
960,2014-06-06,14:52,90.0,Aluno,Impressoras,Sim,Feminino,Entre 30 e 60
963,2014-06-06,18:38,26.0,Aluno,Acessorios,Sim,Masculino,Entre 30 e 60
965,2014-06-07,12:26,10.0,Outros,Acessorios,Sim,Feminino,Entre 30 e 60
967,2014-06-07,12:48,6.0,Funcionario,Acessorios,Sim,Feminino,Entre 30 e 60
971,2014-06-09,12:41,99.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
974,2014-06-09,13:57,10.0,Aluno,Acessorios,Sim,Feminino,Entre 30 e 60
980,2014-06-09,19:5,20.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
990,2014-06-10,13:58,80.0,Funcionario,Apple,Sim,Feminino,Entre 30 e 60
991,2014-06-10,15:38,20.0,Aluno,Acessorios,Sim,Masculino,Entre 30 e 60
992,2014-06-10,15:39,12.0,Aluno,Acessorios,Sim,Masculino,Entre 30 e 60
993,2014-06-10,16:0,90.0,Outros,Impressoras,Sim,Masculino,Entre 30 e 60
994,2014-06-10,16:16,60.0,Funcionario,Outros,Sim,Masculino,Entre 30 e 60
996,2014-06-10,16:29,20.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
999,2014-06-10,18:20,190.0,Funcionario,Games,Sim,Feminino,Entre 18 e 30
1000,2014-06-10,20:44,26.0,Funcionario,Acessorios,Sim,Masculino,Entre 18 e 30
1002,2014-06-11,9:41,20.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
1003,2014-06-11,11:0,26.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
1006,2014-06-11,13:45,25.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
1007,2014-06-11,13:49,24.0,Funcionario,Acessorios,Sim,Feminino,Entre 18 e 30
1008,2014-06-11,14:42,19.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
1009,2014-06-11,15:15,20.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
1012,2014-06-11,19:21,426.0,Funcionario,Apple,Sim,Feminino,Entre 30 e 60
1013,2014-06-11,20:18,64.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
1016,2014-06-12,21:13,20.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
1018,2014-06-13,10:51,16.0,Funcionario,Acessorios,Sim,Masculino,Maior de 60
1020,2014-06-13,12:45,130.0,Aluno,Acessorios,Sim,Masculino,Entre 30 e 60
1021,2014-06-13,13:12,20.0,Funcionario,Acessorios,Sim,Feminino,Entre 30 e 60
1023,2014-06-13,14:10,20.0,Funcionario,Acessorios,Sim,Masculino,Entre 18 e 30
1026,2014-06-13,18:10,36.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
1029,2014-06-14,10:24,38.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
1032,2014-06-16,15:22,25.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
1034,2014-06-16,16:5,20.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
1036,2014-06-16,17:0,20.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
1037,2014-06-16,18:27,36.0,Aluno,Acessorios,Sim,Masculino,Entre 30 e 60
1039,2014-06-20,10:12,30.0,Aluno,Acessorios,Sim,Feminino,Entre 30 e 60
1040,2014-06-20,10:13,58.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
1043,2014-06-20,12:51,82.0,Funcionario,Telecom,Sim,Masculino,Entre 30 e 60
1044,2014-06-20,14:8,40.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
1047,2014-06-20,15:15,26.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
1056,2014-06-24,11:34,40.0,Aluno,Acessorios,Sim,Masculino,Entre 30 e 60
1057,2014-06-24,11:50,45.0,Outros,Impressoras,Sim,Feminino,Entre 30 e 60
1058,2014-06-24,12:28,20.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
1062,2014-06-24,14:20,20.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
1068,2014-06-24,17:5,20.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
1069,2014-06-24,17:17,25.0,Outros,Acessorios,Sim,Feminino,Maior de 60
1071,2014-06-25,21:25,90.0,Funcionario,Acessorios,Sim,Masculino,Entre 18 e 30
1073,2014-06-26,11:0,279.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
1077,2014-06-26,13:31,40.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
1079,2014-06-26,13:43,80.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
1080,2014-06-26,14:47,1.822,Funcionario,Notebooks,Sim,Masculino,Maior de 60
1083,2014-06-27,10:30,50.0,Outros,Acessorios,Sim,Feminino,Entre 30 e 60
1088,2014-06-27,13:8,48.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
1089,2014-06-27,13:14,50.0,Outros,Impressoras,Sim,Masculino,Entre 30 e 60
1091,2014-06-27,14:30,32.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
1092,2014-06-27,14:30,75.0,Aluno,Impressoras,Sim,Masculino,Entre 18 e 30
1094,2014-06-27,17:53,120.0,Outros,Acessorios,Sim,Feminino,Entre 30 e 60
1095,2014-06-27,20:12,60.0,Funcionario,Games,Sim,Feminino,Entre 30 e 60
1098,2014-07-01,11:12,70.0,Outros,Impressoras,Sim,Masculino,Entre 30 e 60
1099,2014-07-01,11:36,6.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
1100,2014-07-01,12:28,40.0,Outros,Acessorios,Sim,Feminino,Entre 30 e 60
1102,2014-07-01,13:13,8.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
1103,2014-07-01,13:52,26.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
1105,2014-07-01,15:12,20.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
1108,2014-07-01,17:15,20.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
1109,2014-07-01,17:34,36.0,Aluno,Acessorios,Sim,Masculino,Entre 30 e 60
1110,2014-07-01,17:44,10.0,Aluno,Acessorios,Sim,Masculino,Entre 30 e 60
1112,2014-07-01,20:56,75.0,Aluno,Acessorios,Sim,Masculino,Entre 30 e 60
1113,2014-07-01,20:57,20.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
1116,2014-07-02,13:52,30.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
1117,2014-07-02,14:17,10.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
1119,2014-07-02,16:46,20.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
1120,2014-07-02,17:28,20.0,Aluno,Acessorios,Sim,Masculino,Entre 30 e 60
1121,2014-07-02,17:36,124.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
1125,2014-07-02,19:15,80.0,Professor,Apple,Sim,Feminino,Entre 30 e 60
1126,2014-07-03,21:10,37.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
1127,2014-07-03,21:15,20.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
1128,2014-07-03,12:43,60.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
1129,2014-07-03,13:36,280.0,Outros,Games,Sim,Masculino,Entre 30 e 60
1132,2014-07-03,14:45,20.0,Aluno,Acessorios,Sim,Masculino,Entre 30 e 60
1133,2014-07-03,17:23,60.0,Funcionario,Acessorios,Sim,Masculino,Entre 18 e 30
1134,2014-07-03,17:24,24.0,Aluno,Impressoras,Sim,Feminino,Entre 30 e 60
1136,2014-07-04,21:19,90.0,Aluno,Apple,Sim,Feminino,Entre 18 e 30
1141,2014-07-07,12:52,20.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
1142,2014-07-07,12:52,36.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
1143,2014-07-07,15:8,20.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
1144,2014-07-07,16:16,32.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
1146,2014-07-07,17:27,36.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
1148,2014-07-07,18:18,25.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
1150,2014-07-07,19:18,25.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
1151,2014-07-09,10:3,25.0,Funcionario,Acessorios,Sim,Masculino,Maior de 60
1152,2014-07-09,10:7,150.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
1153,2014-07-09,10:57,26.0,Outros,Acessorios,Sim,Masculino,Entre 18 e 30
1154,2014-07-09,11:14,29.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
1155,2014-07-09,11:42,90.0,Funcionario,Impressoras,Sim,Masculino,Entre 30 e 60
1156,2014-07-09,12:48,90.0,Aluno,Apple,Sim,Masculino,Entre 18 e 30
1158,2014-07-09,13:12,26.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
1160,2014-07-09,16:23,75.0,Aluno,Acessorios,Sim,Masculino,Entre 30 e 60
1161,2014-07-10,21:11,320.0,Aluno,Acessorios,Sim,Feminino,Entre 30 e 60
1168,2014-07-10,14:9,90.0,Outros,Apple,Sim,Masculino,Entre 30 e 60
1169,2014-07-10,14:10,110.0,Outros,Apple,Sim,Masculino,Entre 18 e 30
1170,2014-07-10,14:46,24.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
1173,2014-07-10,18:27,20.0,Professor,Acessorios,Sim,Masculino,Entre 30 e 60
1174,2014-07-10,18:33,180.0,Outros,Acessorios,Sim,Feminino,Entre 30 e 60
1175,2014-07-10,18:58,230.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
1177,2014-07-10,20:27,180.0,Aluno,Games,Sim,Feminino,Entre 18 e 30
1178,2014-07-11,10:25,39.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
1181,2014-07-11,12:34,90.0,Outros,Apple,Sim,Masculino,Entre 30 e 60
1184,2014-07-11,14:14,30.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
1186,2014-07-11,17:30,179.0,Funcionario,Acessorios,Sim,Masculino,Maior de 60
1187,2014-07-11,19:6,62.0,Aluno,Acessorios,Sim,Masculino,Entre 30 e 60
1188,2014-07-12,10:0,75.0,Outros,Impressoras,Sim,Masculino,Entre 30 e 60
1191,2014-07-14,12:25,62.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
1192,2014-07-14,12:57,640.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
1193,2014-07-14,14:3,150.0,Professor,Acessorios,Sim,Feminino,Entre 30 e 60
1194,2014-07-14,15:16,42.0,Professor,Acessorios,Sim,Feminino,Entre 30 e 60
1196,2014-07-14,15:39,20.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
1198,2014-07-14,16:21,540.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
1200,2014-07-14,17:10,90.0,Aluno,Apple,Sim,Feminino,Entre 18 e 30
1201,2014-07-14,18:40,32.0,Funcionario,Impressoras,Sim,Feminino,Entre 30 e 60
1203,2014-07-15,11:13,20.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
1209,2014-07-15,17:13,260.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
1212,2014-07-15,19:8,15.0,Aluno,Acessorios,Sim,Masculino,Entre 30 e 60
1219,2014-07-17,13:48,36.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
1221,2014-07-17,16:18,25.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
1222,2014-07-17,18:16,35.0,Funcionario,Acessorios,Sim,Masculino,Maior de 60
1223,2014-07-17,18:51,30.0,Professor,Acessorios,Sim,Feminino,Entre 30 e 60
1226,2014-07-18,14:3,90.0,Outros,Apple,Sim,Feminino,Entre 30 e 60
1231,2014-07-21,13:2,36.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
1233,2014-07-21,14:43,160.0,Outros,Apple,Sim,Masculino,Entre 30 e 60
1234,2014-07-21,15:50,150.0,Outros,Acessorios,Sim,Feminino,Entre 30 e 60
1237,2014-07-22,11:33,140.0,Outros,Apple,Sim,Masculino,Entre 30 e 60
1238,2014-07-22,12:39,38.0,Outros,Acessorios,Sim,Masculino,Entre 18 e 30
1239,2014-07-22,14:41,90.0,Funcionario,Apple,Sim,Masculino,Entre 30 e 60
1240,2014-07-22,15:9,175.0,Outros,Apple,Sim,Masculino,Entre 30 e 60
1242,2014-07-22,15:37,10.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
1243,2014-07-22,16:15,90.0,Outros,Apple,Sim,Feminino,Entre 30 e 60
1244,2014-07-22,16:16,240.0,Outros,Acessorios,Sim,Feminino,Entre 30 e 60
1247,2014-07-22,17:29,20.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
1248,2014-07-22,18:21,20.0,Funcionario,Acessorios,Sim,Feminino,Entre 30 e 60
1255,2014-07-23,13:32,60.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
1258,2014-07-24,13:7,20.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
1263,2014-07-25,12:4,150.0,Funcionario,Telecom,Sim,Masculino,Entre 30 e 60
1264,2014-07-25,12:43,30.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
1265,2014-07-25,12:44,147.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
1266,2014-07-25,13:31,24.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
1267,2014-07-25,13:57,90.0,Funcionario,Apple,Sim,Masculino,Entre 18 e 30
1269,2014-07-25,15:19,25.0,Funcionario,Acessorios,Sim,Masculino,Maior de 60
1274,2014-07-28,14:49,25.0,Funcionario,Apple,Sim,Feminino,Entre 30 e 60
1275,2014-07-28,14:50,140.0,Outros,Impressoras,Sim,Feminino,Entre 18 e 30
1277,2014-07-28,15:47,90.0,Funcionario,Games,Sim,Masculino,Entre 30 e 60
1280,2014-07-29,9:25,153.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
1283,2014-07-29,11:7,90.0,Funcionario,Apple,Sim,Masculino,Entre 30 e 60
1284,2014-07-29,12:56,75.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
1286,2014-07-29,13:33,20.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
1288,2014-07-29,16:5,26.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
1289,2014-07-29,16:9,20.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
1292,2014-07-29,18:44,38.0,Outros,Telecom,Sim,Masculino,Entre 30 e 60
1297,2014-07-30,12:31,90.0,Funcionario,Apple,Sim,Feminino,Entre 18 e 30
1299,2014-07-30,13:41,62.0,Funcionario,Impressoras,Sim,Masculino,Entre 30 e 60
1301,2014-07-30,14:31,25.0,Funcionario,Acessorios,Sim,Feminino,Entre 30 e 60
1302,2014-07-30,16:37,26.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
1305,2014-07-31,11:2,120.0,Aluno,Impressoras,Sim,Feminino,Entre 30 e 60
1308,2014-07-31,15:37,36.0,Funcionario,Impressoras,Sim,Feminino,Entre 30 e 60
1310,2014-07-31,16:54,30.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
1311,2014-08-01,9:36,16.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
1312,2014-08-01,10:36,114.0,Funcionario,Impressoras,Sim,Masculino,Entre 30 e 60
1313,2014-08-01,11:39,40.0,Aluno,Acessorios,Sim,Masculino,Entre 30 e 60
1315,2014-08-01,12:30,50.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
1318,2014-08-01,17:32,26.0,Funcionario,Acessorios,Sim,Feminino,Entre 30 e 60
1320,2014-08-04,9:28,20.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
1321,2014-08-04,9:32,75.0,Aluno,Acessorios,Sim,Masculino,Entre 30 e 60
1322,2014-08-04,9:43,30.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
1323,2014-08-04,10:17,20.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
1324,2014-08-04,10:24,70.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
1326,2014-08-04,11:42,20.0,Funcionario,Acessorios,Sim,Masculino,Entre 18 e 30
1329,2014-08-04,12:34,25.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
1330,2014-08-04,13:34,90.0,Aluno,Apple,Sim,Feminino,Entre 18 e 30
1331,2014-08-04,14:21,60.0,Professor,Acessorios,Sim,Feminino,Entre 30 e 60
1332,2014-08-04,14:21,24.0,Professor,Acessorios,Sim,Masculino,Entre 30 e 60
1333,2014-08-04,14:28,40.0,Funcionario,Impressoras,Sim,Masculino,Maior de 60
1334,2014-08-04,15:5,26.0,Funcionario,Acessorios,Sim,Masculino,Entre 18 e 30
1339,2014-08-04,18:3,320.0,Funcionario,Acessorios,Sim,Feminino,Entre 30 e 60
1340,2014-08-04,18:3,90.0,Aluno,Apple,Sim,Masculino,Entre 30 e 60
1341,2014-08-04,18:28,75.0,Aluno,Impressoras,Sim,Feminino,Entre 18 e 30
1342,2014-08-04,18:33,80.0,Funcionario,Telecom,Sim,Masculino,Entre 30 e 60
1343,2014-08-04,19:14,36.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
1345,2014-08-05,21:8,24.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
1346,2014-08-05,21:9,10.0,Professor,Acessorios,Sim,Feminino,Entre 30 e 60
1350,2014-08-05,11:40,26.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
1351,2014-08-05,13:4,20.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
1359,2014-08-05,17:9,45.0,Outros,Impressoras,Sim,Masculino,Entre 30 e 60
1361,2014-08-05,18:29,145.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
1362,2014-08-05,19:50,30.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
1365,2014-08-06,9:36,20.0,Outros,Impressoras,Sim,Masculino,Maior de 60
1367,2014-08-06,11:42,80.0,Aluno,Acessorios,Sim,Feminino,Entre 30 e 60
1369,2014-08-06,13:14,25.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
1370,2014-08-06,13:20,90.0,Aluno,Apple,Sim,Feminino,Entre 18 e 30
1371,2014-08-06,13:39,40.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
1372,2014-08-06,13:47,20.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
1374,2014-08-06,15:42,50.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
1377,2014-08-06,19:5,20.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
1379,2014-08-06,19:33,48.0,Professor,Acessorios,Sim,Masculino,Entre 30 e 60
1380,2014-08-06,20:36,32.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
1381,2014-08-06,20:50,20.0,Aluno,Acessorios,Sim,Masculino,Entre 30 e 60
1384,2014-08-07,14:49,25.0,Funcionario,Apple,Sim,Masculino,Maior de 60
1385,2014-08-07,14:50,60.0,Funcionario,Apple,Sim,Feminino,Maior de 60
1388,2014-08-07,15:42,30.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
1389,2014-08-07,15:50,55.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
1390,2014-08-07,16:44,32.0,Outros,Acessorios,Sim,Feminino,Maior de 60
1392,2014-08-07,17:33,188.0,Funcionario,Servicos,Sim,Masculino,Entre 30 e 60
1397,2014-08-08,12:0,39.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
1398,2014-08-08,13:42,240.0,Outros,Servicos,Sim,Masculino,Entre 30 e 60
1399,2014-08-08,14:14,30.0,Outros,Acessorios,Sim,Feminino,Entre 18 e 30
1400,2014-08-08,14:15,150.0,Aluno,Telecom,Sim,Feminino,Entre 18 e 30
1402,2014-08-08,14:16,849.0,Outros,Impressoras,Sim,Masculino,Entre 30 e 60
1403,2014-08-08,14:26,280.0,Outros,Telecom,Sim,Masculino,Entre 30 e 60
1404,2014-08-08,17:39,70.0,Funcionario,Acessorios,Sim,Feminino,Entre 30 e 60
1405,2014-08-09,21:3,45.0,Aluno,Impressoras,Sim,Masculino,Entre 18 e 30
1406,2014-08-11,9:51,20.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
1414,2014-08-11,16:52,75.0,Outros,Acessorios,Sim,Feminino,Entre 30 e 60
1415,2014-08-11,17:26,40.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
1416,2014-08-11,17:34,124.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
1417,2014-08-11,19:57,300.0,Professor,Apple,Sim,Feminino,Entre 30 e 60
1418,2014-08-11,19:57,96.0,Professor,Impressoras,Sim,Feminino,Entre 30 e 60
1419,2014-08-11,20:11,24.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
1420,2014-08-11,20:12,380.0,Funcionario,Games,Sim,Masculino,Entre 30 e 60
1421,2014-08-11,20:13,100.0,Aluno,Impressoras,Sim,Masculino,Entre 30 e 60
1422,2014-08-11,20:55,25.0,Aluno,Apple,Sim,Feminino,Entre 18 e 30
1424,2014-08-12,9:42,48.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
1426,2014-08-12,10:7,105.0,Funcionario,Impressoras,Sim,Masculino,Entre 30 e 60
1431,2014-08-12,12:49,48.0,Outros,Acessorios,Sim,Feminino,Entre 30 e 60
1432,2014-08-12,14:12,32.0,Aluno,Impressoras,Sim,Masculino,Entre 30 e 60
1433,2014-08-12,15:45,10.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
1435,2014-08-12,17:22,80.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
1436,2014-08-12,17:23,50.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
1437,2014-08-12,17:52,20.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
1438,2014-08-12,18:36,24.0,Aluno,Impressoras,Sim,Feminino,Entre 18 e 30
1442,2014-08-12,19:27,40.0,Aluno,Apple,Sim,Feminino,Entre 18 e 30
1443,2014-08-12,19:45,25.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
1447,2014-08-13,10:57,80.0,Funcionario,Acessorios,Sim,Feminino,Entre 18 e 30
1448,2014-08-13,11:17,32.0,Outros,Impressoras,Sim,Feminino,Maior de 60
1450,2014-08-13,13:3,20.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
1451,2014-08-13,13:5,25.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
1453,2014-08-13,14:6,48.0,Professor,Acessorios,Sim,Masculino,Entre 30 e 60
1454,2014-08-13,14:14,90.0,Professor,Apple,Sim,Masculino,Entre 30 e 60
1461,2014-08-13,18:11,65.0,Outros,Impressoras,Sim,Feminino,Entre 30 e 60
1462,2014-08-13,18:22,210.0,Professor,Softwares,Sim,Feminino,Entre 30 e 60
1463,2014-08-13,18:26,20.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
1468,2014-08-13,20:26,20.0,Aluno,Apple,Sim,Masculino,Entre 30 e 60
1469,2014-08-13,20:46,110.0,Aluno,Impressoras,Sim,Masculino,Entre 18 e 30
1475,2014-08-14,15:40,10.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
1476,2014-08-14,15:41,10.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
1484,2014-08-15,13:21,20.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
1494,2014-08-15,19:28,12.0,Aluno,Acessorios,Sim,Masculino,Entre 30 e 60
1497,2014-08-15,20:23,105.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
1498,2014-08-15,20:45,80.0,Funcionario,Apple,Sim,Masculino,Entre 18 e 30
1499,2014-08-16,11:15,60.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
1502,2014-08-18,10:9,36.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
1504,2014-08-18,10:38,20.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
1506,2014-08-18,12:59,75.0,Aluno,Acessorios,Sim,Feminino,Entre 30 e 60
1507,2014-08-18,13:18,150.0,Funcionario,Telecom,Sim,Masculino,Entre 30 e 60
1509,2014-08-18,14:8,405.0,Professor,Acessorios,Sim,Masculino,Entre 30 e 60
1510,2014-08-18,14:9,30.0,Professor,Acessorios,Sim,Feminino,Entre 30 e 60
1514,2014-08-18,15:39,32.0,Funcionario,Acessorios,Sim,Masculino,Entre 18 e 30
1517,2014-08-18,16:19,560.0,Funcionario,Acessorios,Sim,Feminino,Entre 30 e 60
1518,2014-08-18,17:17,26.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
1519,2014-08-18,18:28,80.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
1520,2014-08-18,19:20,20.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
1521,2014-08-18,20:35,60.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
1522,2014-08-19,10:46,26.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
1526,2014-08-19,12:45,29.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
1528,2014-08-19,13:31,20.0,Professor,Acessorios,Sim,Masculino,Entre 30 e 60
1532,2014-08-19,14:27,32.0,Funcionario,Acessorios,Sim,Masculino,Entre 18 e 30
1537,2014-08-19,16:15,20.0,Aluno,Impressoras,Sim,Feminino,Entre 18 e 30
1539,2014-08-19,16:49,90.0,Aluno,Apple,Sim,Feminino,Entre 18 e 30
1540,2014-08-19,16:52,20.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
1541,2014-08-19,17:27,105.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
1543,2014-08-19,20:18,310.0,Aluno,Acessorios,Sim,Feminino,Entre 30 e 60
1544,2014-08-19,20:19,45.0,Aluno,Impressoras,Sim,Masculino,Entre 18 e 30
1545,2014-08-19,20:19,24.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
1546,2014-08-19,20:19,20.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
1548,2014-08-19,20:54,150.0,Professor,Telecom,Sim,Masculino,Maior de 60
1549,2014-08-20,13:35,25.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
1550,2014-08-20,13:39,24.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
1552,2014-08-20,14:57,129.0,Aluno,Acessorios,Sim,Masculino,Entre 30 e 60
1553,2014-08-20,16:25,210.0,Aluno,Softwares,Sim,Feminino,Entre 18 e 30
1554,2014-08-20,16:42,30.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
1555,2014-08-20,16:49,150.0,Professor,Acessorios,Sim,Feminino,Entre 30 e 60
1558,2014-08-20,18:12,60.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
